# The keep-list rows of the source-root migration layout decision that fall inside the rewrite set.
# One row per kept statement: repository path, a tab, then a regular expression that matches only the lines making it.
# opencode's own view of where it discovers plugins.
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/003-valid-level2/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/003-valid-level2/plan.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/003-valid-level2/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/003-valid-level2/tasks.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/decision-record.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/graph-metadata.json	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/plan.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/004-valid-level3/tasks.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/graph-metadata.json	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/plan.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/053-template-compliant-level2/tasks.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/061-template-optional-absent/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/063-template-compliant-level3/decision-record.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/063-template-compliant-level3/graph-metadata.json	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/063-template-compliant-level3/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/063-template-compliant-level3/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/063-template-compliant-level3/tasks.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/070-comment-hygiene-marker/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/070-comment-hygiene-marker/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/071-comment-hygiene-marker-violation/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/071-comment-hygiene-marker-violation/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/072-scaffold-never-touched-violation/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-scaffold-never-touched-clean/plan.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-scaffold-never-touched-clean/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-template-provenance-title/implementation-summary.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-template-provenance-title/plan.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-template-provenance-title/spec.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/073-template-provenance-title/tasks.md	\.opencode
.skilled/skills/system-spec-kit/runtime/cli/test-fixtures/README.md	\.opencode
# The Codex sync manifest states both roots are owned by the installer, which prunes an orphan under either name.
.codex/SYNC.md	as its own orphan\*\* and prunes it; paths outside both roots
